"lang"
{
"Language"	"korean"
"[english]breencast.br_collaboration05_pl"	"<clr:188,188,188><I>It crept forth boldly while its brethren remained in the blackest ocean abyss, with lidless eyes forever staring at the dark, ignorant and doomed despite their eternal vigilance. "
"breencast.br_collaboration06"	"<clr:188,188,188><I>우리의 종말이 삼엽충과 같아서야 되겠습니까?"
"[english]breencast.br_collaboration06"	"<clr:188,188,188><I>Would we model ourselves on the trilobite? "
"breencast.br_collaboration06_pl"	"<clr:188,188,188><I>우리의 종말이 삼엽충과 같아서야 되겠습니까?"
"[english]breencast.br_collaboration06_pl"	"<clr:188,188,188><I>Would we model ourselves on the trilobite? "
"breencast.br_collaboration07"	"<clr:188,188,188><I>인류의 모든 업적이 화석이 되어 하찮은 혈암과 영겁의 진흙 사이에 묻히는 운명을 지켜보고만 계시겠습니까? 여러분이 바라는 것이 진정 이것이었나요?"
"[english]breencast.br_collaboration07"	"<clr:188,188,188><I>Are all the accomplishments of humanity fated to be nothing more than a layer of broken plastic shards thinly strewn across a fossil bed, sandwiched between the Burgess shale and an eon's worth of mud? "
"breencast.br_collaboration07_pl"	"<clr:188,188,188><I>인류의 모든 업적이 화석이 되어 하찮은 혈암과 영겁의 진흙 사이에 묻히는 운명을 지켜보고만 계시겠습니까? 여러분이 바라는 것이 진정 이것이었나요?"
"[english]breencast.br_collaboration07_pl"	"<clr:188,188,188><I>Are all the accomplishments of humanity fated to be nothing more than a layer of broken plastic shards thinly strewn across a fossil bed, sandwiched between the Burgess shale and an eon's worth of mud? "
"breencast.br_collaboration08"	"<clr:188,188,188><I>우리의 운명을 받아들이려면 우리는 보다 높은 이상을 갈망해야 합니다. 우리는 더 이상 요람에 머물러서는 안됩니다. 전 우주가 눈 앞에 펼쳐져 있는데 어머님의 모유로 만족할 수는 없습니다."
"[english]breencast.br_collaboration08"	"<clr:188,188,188><I>In order to be true to our nature, and our destiny, we must aspire to greater things. We have outgrown our cradle. It is futile to cry for mother's milk, when our true sustenance awaits us among the stars. "
"breencast.br_collaboration08_pl"	"<clr:188,188,188><I>우리의 운명을 받아들이려면 우리는 보다 높은 이상을 갈망해야 합니다. 우리는 더 이상 요람에 머물러서는 안됩니다. 전 우주가 눈 앞에 펼쳐져 있는데 어머님의 모유로 만족할 수는 없습니다."
"[english]breencast.br_collaboration08_pl"	"<clr:188,188,188><I>In order to be true to our nature, and our destiny, we must aspire to greater things. We have outgrown our cradle. It is futile to cry for mother's milk, when our true sustenance awaits us among the stars. "
"breencast.br_collaboration09"	"<clr:188,188,188><I>그리고 소인배들이\"콤바인\"이라고 부르는 우주 공동체만이 그 해답을 줄 수 있습니다."
"[english]breencast.br_collaboration09"	"<clr:188,188,188><I>And only the universal union that small minds call 'The Combine' can carry us there. "
"breencast.br_collaboration09_pl"	"<clr:188,188,188><I>그리고 소인배들이\"콤바인\"이라고 부르는 우주 공동체만이 그 해답을 줄 수 있습니다."
"[english]breencast.br_collaboration09_pl"	"<clr:188,188,188><I>And only the universal union that small minds call 'The Combine' can carry us there. "
"breencast.br_collaboration10"	"<clr:188,188,188><I>따라서, 인정하겠습니다. 저는 협조자입니다. 통일이라는 혜택을 얻으려면 우리 모두 자진해서, 적극 협조해야 합니다."
"[english]breencast.br_collaboration10"	"<clr:188,188,188><I>Therefore I say, yes, I am a collaborator. We must all collaborate, willingly, eagerly, if we expect to reap the benefits of unification. "
"breencast.br_collaboration10_pl"	"<clr:188,188,188><I>따라서, 인정하겠습니다. 저는 협조자입니다. 통일이라는 혜택을 얻으려면 우리 모두 자진해서, 적극 협조해야 합니다."
"[english]breencast.br_collaboration10_pl"	"<clr:188,188,188><I>Therefore I say, yes, I am a collaborator. We must all collaborate, willingly, eagerly, if we expect to reap the benefits of unification. "
"breencast.br_collaboration11"	"<clr:188,188,188><I>그러면 얻을 것입니다."
"[english]breencast.br_collaboration11"	"<clr:188,188,188><I>And reap we shall. "
"breencast.br_collaboration11_pl"	"<clr:188,188,188><I>그러면 얻을 것입니다."
"[english]breencast.br_collaboration11_pl"	"<clr:188,188,188><I>And reap we shall. "
"breencast.br_disruptor01"	"<clr:188,188,188><I>우리 중에 현재의 질서를 파괴하려는 자를 확인했습니다. 그는 일부 시민들 사이에서 구세주에 가까운 명성을 얻었습니다."
"[english]breencast.br_disruptor01"	"<clr:188,188,188><I>We now have direct confirmation of a disruptor in our midst, one who has acquired an almost messianic reputation in the minds of certain citizens. "
"breencast.br_disruptor02"	"<clr:188,188,188><I>그는 내면의 더러운 본능과 무지, 부패의 상징입니다. 블랙 메사에서의 끔찍한 사건들은 바로 그의 손에 의해 자행되었던 것입니다."
"[english]breencast.br_disruptor02"	"<clr:188,188,188><I>His figure is synonymous with the darkest urges of instinct, ignorance and decay. Some of the worst excesses of the Black Mesa Incident have been laid directly at his feet. "
"breencast.br_disruptor03"	"<clr:188,188,188><I>그럼에도 불구하고 이를 모르는 시민들은 그를 지지하고 있습니다. 게다가 유일한 자유인, 자유의 안내자 등과 같은 거창한 표현으로 그를 따르고 있습니다."
"[english]breencast.br_disruptor03"	"<clr:188,188,188><I>And yet unsophisticated minds continue to imbue him with romantic power, giving him such dangerous poetic labels as the One Free Man, the Opener of the Way. "
"breencast.br_disruptor04"	"<clr:188,188,188><I>시민 여러분의 이런 미신적인 생각은 매우 위험합니다."
"[english]breencast.br_disruptor04"	"<clr:188,188,188><I>Let me remind all citizens of the dangers of magical thinking. "
"breencast.br_disruptor05"	"<clr:188,188,188><I>이제 겨우 깊은 우물 속에서 기어 올라오기 시작했습니다. 그리고 빛이 보이기 시작했습니다. 지금 뒷걸음치면 모든 게 사라지고 맙니다."
"[english]breencast.br_disruptor05"	"<clr:188,188,188><I>We have scarcely begun to climb from the dark pit of our species' evolution. Let us not slide backward into oblivion, just as we have finally begun to see the light. "
"breencast.br_disruptor06"	"<clr:188,188,188><I>그를 발견하면, 바로 신고하십시오."
"[english]breencast.br_disruptor06"	"<clr:188,188,188><I>If you see this so-called Free Man, report him. "
"breencast.br_disruptor07"	"<clr:188,188,188><I>협조하면 반드시 보상될 것입니다. 하지만, 그와 동조하는 자들에게는 엄한 처벌만이 있을 것입니다."
"[english]breencast.br_disruptor07"	"<clr:188,188,188><I>Civic deeds do not go unrewarded. And contrariwise, complicity with his cause will not go unpunished. "
"breencast.br_disruptor08"	"<clr:188,188,188><I>지혜롭게 안전한 길을 선택하십시오."
"[english]breencast.br_disruptor08"	"<clr:188,188,188><I>Be wise. Be safe. Be aware. "
"breencast.br_instinct01"	"<clr:188,188,188><I>최근에 받은 편지를 읽어드리겠습니다. '박사님께, 무슨 이유로 콤바인이 우리의 생식 욕구를 억제한 것인가요? 감사합니다. 고민 많은 시민'."
"[english]breencast.br_instinct01"	"<clr:188,188,188><I>Let me read a letter I recently received. 'Dear Dr. Breen. Why has the Combine seen fit to suppress our reproductive cycle? Sincerely, A Concerned Citizen.' "
"breencast.br_instinct01_tv"	" "
"[english]breencast.br_instinct01_tv"	" "
"breencast.br_instinct02"	"<clr:188,188,188><I>잘 읽었습니다. 물론, 이 질문에는 기본적인 생리적 욕구와 아울러, 이와 연관된 인간의 미래에 대한 모든 희망과 우려도 함축되어 있습니다."
"[english]breencast.br_instinct02"	"<clr:188,188,188><I>Thank you for writing, Concerned. Of course your question touches on one of the basic biological impulses, with all its associated hopes and fears for the future of the species. "
"breencast.br_instinct02_tv"	" "
"[english]breencast.br_instinct02_tv"	" "
"breencast.br_instinct03"	"<clr:188,188,188><I>또한 이런 의구심들이 느껴집니다. 우리 은인들은 우리에게 이로운 게 무엇인지 알고 있습니까? 인류 전체에 영향을 미치는 결정을 할 자격이 있습니까? 억제 장치를 해제하고 다시 자녀를 낳을 수 있는 날은 옵니까?"
"[english]breencast.br_instinct03"	"<clr:188,188,188><I>I also detect some unspoken questions. Do our benefactors really know what's best for us? What gives them the right to make this kind of decision for mankind? Will they ever deactivate the suppression field and let us breed again? "
"breencast.br_instinct03_tv"	" "
"[english]breencast.br_instinct03_tv"	" "
"breencast.br_instinct04"	"<clr:188,188,188><I>이 분이 느끼는 수많은 의구심에 일일이 답하는 것보다 그 우려 속에 내포된 불안에 대한 답변을 드리도록 하겠습니다."
"[english]breencast.br_instinct04"	"<clr:188,188,188><I>Allow me to address the anxieties underlying your concerns, rather than try to answer every possible question you might have left unvoiced. "
"breencast.br_instinct04_tv"	" "
"[english]breencast.br_instinct04_tv"	" "
"breencast.br_instinct05"	"<clr:188,188,188><I>먼저, 인류 역사상 최초로 영원한 생명의 꿈이 실현될 기회를 얻었습니다."
"[english]breencast.br_instinct05"	"<clr:188,188,188><I>First, let us consider the fact that for the first time ever, as a species, immortality is in our reach. "
"breencast.br_instinct05_tv"	" "
"[english]breencast.br_instinct05_tv"	" "
"breencast.br_instinct06"	"<clr:188,188,188><I>이에 따른 여파는 아주 복잡합니다. 즉, 인간의 유전 욕구에 대해 근본적인 개혁과 교정이 필요합니다."
"[english]breencast.br_instinct06"	"<clr:188,188,188><I>This simple fact has far-reaching implications. It requires radical rethinking and revision of our genetic imperatives. "
"breencast.br_instinct06_tv"	" "
"[english]breencast.br_instinct06_tv"	" "
"breencast.br_instinct07"	"<clr:188,188,188><I>또한 우리가 지금까지 간직한 가치관과 전혀 다른 전망도 필요합니다."
"[english]breencast.br_instinct07"	"<clr:188,188,188><I>It also requires planning and forethought that run in direct opposition to our neural pre-sets. "
"breencast.br_instinct07_tv"	" "
"[english]breencast.br_instinct07_tv"	" "
"breencast.br_instinct08"	"<clr:188,188,188><I>저는 스스로 진정한 적은 바로 본능이라는 사실에 힘을 얻곤 했습니다."
"[english]breencast.br_instinct08"	"<clr:188,188,188><I>I find it helpful at times like these to remind myself that our true enemy is Instinct. "
"breencast.br_instinct08_tv"	" "
"[english]breencast.br_instinct08_tv"	" "
"breencast.br_instinct09"	"<clr:188,188,188><I>인류가 걸음마 시절에 있을 때 본능은 어머니였습니다."
"[english]breencast.br_instinct09"	"<clr:188,188,188><I>Instinct was our mother when we were an infant species. "
"breencast.br_instinct09_tv"	" "
"[english]breencast.br_instinct09_tv"	" "
"breencast.br_instinct10"	"<clr:188,188,188><I>나무로 무기를 만들고, 위태한 불 위에 음식을 만들고, 동굴 벽에 뛰어오르던 그림자에 깜짝 놀라 몸을 움츠리던 열악한 시절에"
"[english]breencast.br_instinct10"	"<clr:188,188,188><I>Instinct coddled us and kept us safe in those hardscrabble years when we hardened our sticks and cooked our first meals above a meager fire "
"breencast.br_instinct10_tv"	" "
"[english]breencast.br_instinct10_tv"	" "
"breencast.br_instinct11"	"<clr:188,188,188><I>본능은 우리를 돌봐주고 안전하게 보호해 줬습니다."
"[english]breencast.br_instinct11"	"<clr:188,188,188><I>and started at the shadows that leapt upon the cavern's walls. "
"breencast.br_instinct11_tv"	" "
"[english]breencast.br_instinct11_tv"	" "
"breencast.br_instinct12"	"<clr:188,188,188><I>그러나 본능에겐 암흑의 쌍둥이, 미신이 있습니다."
"[english]breencast.br_instinct12"	"<clr:188,188,188><I>But inseparable from Instinct is its dark twin, Superstition. "
"breencast.br_instinct12_tv"	" "
"[english]breencast.br_instinct12_tv"	" "
"breencast.br_instinct13"	"<clr:188,188,188><I>본능은 불합리한 충동과 밀접합니다. 이제 그 실체가 확실히 드러났습니다. 본능은 우리에게 필요한 존재가 아닙니다. 이제 본능과 싸울 최후의 전투를 준비해야 합니다."
"[english]breencast.br_instinct13"	"<clr:188,188,188><I>Instinct is inextricably bound to unreasoning impulses, and today we clearly see its true nature. Instinct has just become aware of its irrelevance, and like a cornered beast, it will not go down without a bloody fight. "
"breencast.br_instinct13_tv"	" "
"[english]breencast.br_instinct13_tv"	" "
"breencast.br_instinct14"	"<clr:188,188,188><I>본능은 인류에게 치명적입니다."
"[english]breencast.br_instinct14"	"<clr:188,188,188><I>Instinct would inflict a fatal injury on our species. "
"breencast.br_instinct14_tv"	" "
"[english]breencast.br_instinct14_tv"	" "
"breencast.br_instinct15"	"<clr:188,188,188><I>본능은 임의대로 폭군을 만들어, 이에 대항하도록 우릴 부추깁니다."
"[english]breencast.br_instinct15"	"<clr:188,188,188><I>Instinct creates its own oppressors, and bids us rise up against them. "
"breencast.br_instinct15_tv"	" "
"[english]breencast.br_instinct15_tv"	" "
"breencast.br_instinct16"	"<clr:188,188,188><I>본능은 우리가 모르는 것은 기회가 아닌 위협이라고 말합니다."
"[english]breencast.br_instinct16"	"<clr:188,188,188><I>Instinct tells us that the unknown is a threat, rather than an opportunity. "
"breencast.br_instinct16_tv"	" "
"[english]breencast.br_instinct16_tv"	" "
"breencast.br_instinct17"	"<clr:188,188,188><I>본능은 은밀하게 발전으로부터 우리를 멀어지게 합니다."
"[english]breencast.br_instinct17"	"<clr:188,188,188><I>Instinct slyly and covertly compels us away from change and progress. "
"breencast.br_instinct17_tv"	" "
"[english]breencast.br_instinct17_tv"	" "
"breencast.br_instinct18"	"<clr:188,188,188><I>따라서, 본능은 사라져야 합니다."
"[english]breencast.br_instinct18"	"<clr:188,188,188><I>Instinct, therefore, must be expunged. "
"breencast.br_instinct18_tv"	" "
"[english]breencast.br_instinct18_tv"	" "
"breencast.br_instinct19"	"<clr:188,188,188><I>우리는 그 중 가장 기본적인 욕구에 맞서 싸워야 합니다. 바로 번식 욕구입니다."
"[english]breencast.br_instinct19"	"<clr:188,188,188><I>It must be fought tooth and nail, beginning with the basest of human urges: The urge to reproduce. "
"breencast.br_instinct19_tv"	" "
"[english]breencast.br_instinct19_tv"	" "
"breencast.br_instinct20"	"<clr:188,188,188><I>우리는 이런 욕구의 굴레에서 벗어날 수 있다는 사실에 감사해야 합니다."
"[english]breencast.br_instinct20"	"<clr:188,188,188><I>We should thank our benefactors for giving us respite from this overpowering force. "
"breencast.br_instinct20_tv"	" "
"[english]breencast.br_instinct20_tv"	" "
"breencast.br_instinct21"	"<clr:188,188,188><I>그들은 스위치 하나로 우리 내면의 악마를 단 한 번에 몰아내 주었습니다"
"[english]breencast.br_instinct21"	"<clr:188,188,188><I>They have thrown a switch and exorcised our demons in a single stroke. "
"breencast.br_instinct21_tv"	" "
"[english]breencast.br_instinct21_tv"	" "
"breencast.br_instinct22"	"<clr:188,188,188><I>이런 본능을 극복할 능력이 없는 우리에게 그들은 힘을 주었습니다."
"[english]breencast.br_instinct22"	"<clr:188,188,188><I>They have given us the strength we never could have summoned to overcome this compulsion. "
"breencast.br_instinct22_tv"	" "
"[english]breencast.br_instinct22_tv"	" "
"breencast.br_instinct23"	"<clr:188,188,188><I>우리 삶에 의미를 부여했습니다. 이제 우주로 눈을 돌리게 되었습니다."
"[english]breencast.br_instinct23"	"<clr:188,188,188><I>They have given us purpose. They have turned our eyes toward the stars. "
"breencast.br_instinct23_tv"	" "
"[english]breencast.br_instinct23_tv"	" "
"breencast.br_instinct24"	"<clr:188,188,188><I>우리가 더 이상 본능을 필요로 하지 않는다는 것을 증명했을 때, 그 날이 오면 억제 장치는 반드시 풀릴 것입니다. 이것은 진실입니다."
"[english]breencast.br_instinct24"	"<clr:188,188,188><I>Let me assure you that the suppressing field will be shut off on the day that we have mastered ourselves...the day we can prove we no longer need it. "
"breencast.br_instinct24_tv"	" "
"[english]breencast.br_instinct24_tv"	" "
"breencast.br_instinct25"	"<clr:188,188,188><I>그리고 우리의 진화가 완성되는 그 날이 바로 눈 앞에 펼쳐져 있습니다."
"[english]breencast.br_instinct25"	"<clr:188,188,188><I>And that day of transformation, I have it on good authority, is close at hand. "
"breencast.br_instinct25_tv"	" "
"[english]breencast.br_instinct25_tv"	" "
"breencast.br_overwatch01"	"<clr:188,188,188><I>최근에 과학팀 저항 세력의 성공적인 진압을 축하하는 의미에서 17번 지구 감시를 담당하는 신인류 부대원들에게 몇 마디를 해달라는 부탁을 받았습니다."
"[english]breencast.br_overwatch01"	"<clr:188,188,188><I>I have been asked to say a few words to the transhuman arm of Sector Seventeen Overwatch, concerning recent successes in containing members of the resistance Science Team. "
"breencast.br_overwatch02"	"<clr:188,188,188><I>하지만 제군들의 노고를 축하해주면서도 또 한편으로는 강한 질책의 말을 해야 한다는 사실이 안타깝습니다. 그러나 우리 은인들이 전해준 내용을 여러분들에게 전해주는 것 또한 관리자로서 제가 맡은 역할 중 하나입니다."
"[english]breencast.br_overwatch02"	"<clr:188,188,188><I>Let me say up front that I regret having to temper my heartfelt congratulations with a strong measure of disappointment. But I wouldn't be doing my duty as your Administrator if I didn't pass along the message I have received from our Benefactors. "
"breencast.br_overwatch03"	"<clr:188,188,188><I>그렇다고 해서 일라이 밴스의 체포가 갖는 의미를 반감하려는 것은 아닙니다. 지난 몇 년간 그를 방치해둔 것은 사실이지만, 이번에 그를 잡아들인 상황은 의외로 우리에게 매우 유리하게 전개될 수 있습니다."
"[english]breencast.br_overwatch03"	"<clr:188,188,188><I>The capture of Eli Vance is an event of major significance, make no mistake. And while it's true that conceivably we could have taken him at almost any time in the last several years, the manner of his capture may prove to have unexpected benefits. "
"breencast.br_overwatch04"	"<clr:188,188,188><I>모든 저항 세력들은 밴스의 체포 시기가 고든 프리맨을 보호한 직후에 일어났다는 사실을 알 것입니다. 앞으로는 그를 보호해줄 사람들은 줄어들 것이고. 그를 또한 의심하게 될 것입니다. 게다가 그를 우리에게 넘기거나 어쩌면 고든마저 우리쪽으로 끌어들일 수 있을 것입니다."
"[english]breencast.br_overwatch04"	"<clr:188,188,188><I>It cannot have gone unnoticed by all resistance members that Doctor Vance's capture coincided with the act of giving shelter to Gordon Freeman. This might cause other resistance members to think twice before harboring Doctor Freeman. It might cause them to question his allegiance; even prompt some to turn him out, or turn him over to our cause. "
"breencast.br_overwatch05"	"<clr:188,188,188><I>그러나 우리는 그런 결과를 기다릴 수는 없습니다. 프리맨의 유명세는 너무나도 커져서 그를 도울 자들은 날로 불어나고 있습니다. 이에 따라 무질서와 공포가 확대될 것입니다."
"[english]breencast.br_overwatch05"	"<clr:188,188,188><I>However, we cannot count on such developments. Doctor Freeman's reputation is such that other desperate renegades are likely to grant him a great deal of license in the spirit of spreading general chaos and terror. "
"breencast.br_overwatch06"	"<clr:188,188,188><I>이 쯤에서 우리 은인들이 실망스러워 하는 부분을 제군들에게 전달하도록 하겠습니다. 최근의 부진과 명확한 실패에 대한 책임은 저에게도 있습니다. 우리 은인들은 이러한 실패에 대해 저를 추궁했으며, 저는 또한 이제 제군들을 추궁하지 않을 수 없게 되었습니다."
"[english]breencast.br_overwatch06"	"<clr:188,188,188><I>This brings me to the one note of disappointment I must echo from our Benefactors. Obviously I am not on the ground to closely command or second-guess the dedicated forces of the Overwatch, but this does not mean I can shirk responsibility for recent lapses and even outright failures on their part. I have been severely questioned about these shortcomings, and now must put the question to you: "
"breencast.br_overwatch07"	"<clr:188,188,188><I>어째서 한 남자가 여러분들 틈을 수시로 빠져나갈 수 있는 것입니까? 이 남자는 특수 요원도 아니고, 고도로 훈련된 암살자도 아닙니다. 고든 프리맨은 단지 박사 학위를 수료한 이론 물리학자에 불과합니다. 당신들이 막지도 체포하지도 못한 이 남자는 그 어떤 전투 능력조차 갖추지 못한 매우 평범한 사람입니다. 그런데, 그런데 어째서 잡지 못하는 것입니까?"
