"lang"
{
"Language"	"danish"
"Friends_NotConnectedToFriendsNetwork_InvalidVersion"	"Denne version af Steam er for gammel til at få forbindelse til Venner. Genstart Steam for at hente den seneste opdatering."
"[english]Friends_NotConnectedToFriendsNetwork_InvalidVersion"	"This version of Steam is too old to connect to Friends. Restart Steam to receive the latest update."
"Friends_NotConnectedToFriendsNetwork_ServersBusy"	"Steam-serverne er i øjeblikket nede på grund af normal vedligeholdelse. Venner tilslutter igen automatisk, så snart serverne bliver tilgængelige."
"[english]Friends_NotConnectedToFriendsNetwork_ServersBusy"	"The Steam servers are currently down for routine maintenance. Friends will automatically reconnect as soon as they come available."
"Friends_NotConnectedToFriendsNetwork_NoConnection"	"Der kunne ikke oprettes netværksforbindelse til Steam-serverne. Steam prøver automatisk at oprette forbindelsen, indtil tjenesten bliver tilgængelig."
"[english]Friends_NotConnectedToFriendsNetwork_NoConnection"	"No network connection could be made to the Steam servers. Steam will automatically retry connection until the service becomes available."
"Friends_UserRequestingFriendship_Title"	"Venneanmodning – %friend%"
"[english]Friends_UserRequestingFriendship_Title"	"Friend request - %friend%"
"Friends_UserRequestingFriendship_Info"	"%friend% har føjet dig til sin venneliste."
"[english]Friends_UserRequestingFriendship_Info"	"%friend% has added you to their Friends list."
"Friends_AllowUserToSeeMeOnline"	"Tillad %friend% at se, når du er online, og kontakte dig."
"[english]Friends_AllowUserToSeeMeOnline"	"Allow %friend% to see when you are online and contact you."
"Friends_BlockUserFromSeeingMeOnline"	"Bloker denne persons mulighed for at se, når du er online, og kontakte dig."
"[english]Friends_BlockUserFromSeeingMeOnline"	"Block this person from seeing when you are online and contacting you."
"Friends_AddFriend_Title"	"Tilføj ven"
"[english]Friends_AddFriend_Title"	"Add Friend"
"Friends_Settings_Title"	"Brugerindstillinger – Venner"
"[english]Friends_Settings_Title"	"User options - Friends"
"Friends_FriendInfoDialog_DetailsTab"	"Oplysninger"
"[english]Friends_FriendInfoDialog_DetailsTab"	"Details"
"Friends_FriendInfoDialog_StatusTab"	"Status"
"[english]Friends_FriendInfoDialog_StatusTab"	"Status"
"Friends_FriendlyName"	"Navn"
"[english]Friends_FriendlyName"	"Name"
"Friends_RecentlyUsedNames"	"Senest benyttede navne:"
"[english]Friends_RecentlyUsedNames"	"Recently used names:"
"Friends_PlaySoundWhenFriendJoins"	"Afspil en lyd, når en ven deltager i et spil"
"[english]Friends_PlaySoundWhenFriendJoins"	"Play a sound when any friend joins a game"
"Friends_PlaySoundWhenFriendComesOnline"	"Afspil en lyd, når en ven kommer online"
"[english]Friends_PlaySoundWhenFriendComesOnline"	"Play a sound when any friend comes online"
"Friends_PlaySoundWhenReceiveAMessage"	"Afspil en lyd, når nu modtager en besked"
"[english]Friends_PlaySoundWhenReceiveAMessage"	"Play a sound when you receive a message"
"Friends_NotifyMeWhenUserComesOnline"	"Underret mig, når denne bruger er online"
"[english]Friends_NotifyMeWhenUserComesOnline"	"Notify me when this user comes online"
"Friends_PlaySoundWhenUserComesOnline"	"Afspil altid en lyd, når denne bruger er online"
"[english]Friends_PlaySoundWhenUserComesOnline"	"Always play sound when this user comes online"
"Friends_PlaySoundWhenUserJoinsGame"	"Afspil altid en lyd, når denne bruger spiller et spil"
"[english]Friends_PlaySoundWhenUserJoinsGame"	"Always play sound when this user plays a game"
"Friends_RemoveUserExplanation"	"Hvis du fjerner denne ven fra din liste, vil vedkommende ikke kunne se, når du er online, eller sende dig beskeder."
"[english]Friends_RemoveUserExplanation"	"If you remove this friend from your list, they won't be able to see when you are online or send you messages."
"Friends_FriendInvitedToGame_Title"	"INVITER – %friend%"
"[english]Friends_FriendInvitedToGame_Title"	"INVITE - %friend%"
"Friends_FriendInvitedToGame_Info"	"En invitation til deltagelse i dit spil er sendt til %friend%."
"[english]Friends_FriendInvitedToGame_Info"	"An invitation to join your game has been sent to %friend%."
"Friends_NotifyFriendOnline_Title"	"%friend% – online-besked i Venner"
"[english]Friends_NotifyFriendOnline_Title"	"%friend% - Friends online notification"
"Friends_NotifyFriendOnline_Info"	"Din ven %friend% er online."
"[english]Friends_NotifyFriendOnline_Info"	"Your friend %friend% has come online."
"Friends_RefreshLogin_Title"	"Steam – Gentag logon"
"[english]Friends_RefreshLogin_Title"	"Steam - Refresh login"
"Friends_RefreshLogin"	"Genindtast dine Steam-logon-oplysninger for at logge på Venner."
"[english]Friends_RefreshLogin"	"Please re-enter your Steam login details in order to sign into Friends."
"Friends_AccountName"	"Kontonavn"
"[english]Friends_AccountName"	"Account name"
"Friends_Login_Btn"	"Logon"
"[english]Friends_Login_Btn"	"Login"
"Friends_Login_Password"	"Adgangskode"
"[english]Friends_Login_Password"	"Password"
"Friends_CurrentlyInBeta"	"Du er på nuværende tidspunkt ikke med i Venner-betaen."
"[english]Friends_CurrentlyInBeta"	"You are currently not part of the Friends Beta."
"Friends_JoinFriendsBeta_Title"	"Venner – Deltag i betaen"
"[english]Friends_JoinFriendsBeta_Title"	"Friends - Join Beta"
"Friends_ActivateFriendsBeta"	"Deltag i Venner-betaen"
"[english]Friends_ActivateFriendsBeta"	"Join Friends Beta"
"Friends_JoinFriendsBeta_Info"	"Den nye version af Venner er i øjeblikket i beta.\nPrøv den venligst ved at føje nogle venner til din liste.\n\nHvis du vil rapportere et problem eller læse om kendte problemer, kan du besøge:"
"[english]Friends_JoinFriendsBeta_Info"	"The new version of Friends is currently in beta.\nPlease give it a try by adding a few friends to your list.\n\nTo report a problem or to read a list of known issues, please visit:"
"Friends_NameToUseInFriendsBeta"	"Hvis du vil fortsætte, skal du selv indtaste et navn til dig selv i Venner:"
"[english]Friends_NameToUseInFriendsBeta"	"To continue, enter a Friends name for yourself:"
"Friends_BetaHomePage"	"Oplysningsside til Venner-betaen"
"[english]Friends_BetaHomePage"	"The Friends Beta information page"
}
}
