"lang"
{
"Language"	"hungarian"
"4_25009_field { field_number: 6 }"	"************

MANNCO SZERZŐDÉS TELEFON-FAXÁTIRAT 1.54.45

1 ÚJ HÍVÁSA VAN
ÜZENET-AZON.: <915PAULING>

FELDOLGOZÁS...

************

ÜDV, SRÁCOK. ITT PAULING. EZ A MUNKA EGY VÍZERŐMŰNÉL VAN. ELEKTROMOSSÁGGÁ ALAKÍTJA A VIZET, ÚGYHOGY NE ESSENEK BELE SEMMIBE, KÜLÖNBEN VALÓSZÍNŰLEG TISZTA ELEKTROMOSSÁG LESZ MAGUKBÓL. [00:05 CSEND] EZ IGAZÁBÓL NAGYSZERŰEN HANGZIK. TERVVÁLTOZÁS, MINDENKI UGORJON BELE AZ ELSŐ TURBINÁBA, AMIT MEGLÁT.

<ÁTIRAT VÉGE>

************"
"[english]4_25009_field { field_number: 6 }"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY GUYS, PAULING HERE. THIS JOB'S AT A HYDROELECTRIC PLANT. IT TURNS WATER INTO ENERGY, SO DONT FALL INTO ANYTHING OR YOULL PROBABLY TURN INTO PURE ELECTRICITY. [00:05 SILENCE] ACTUALLY, THAT SOUNDS PRETTY GREAT. CHANGE OF PLAN, EVERYBODY JUMP INTO THE FIRST TURBINE YOU SEE.

<END TRANSCRIPT>

************"
"4_25010_field { field_number: 5 }"	"Snowplow"
"[english]4_25010_field { field_number: 5 }"	"Snowplow"
"4_25010_field { field_number: 6 }"	"************

MANNCO SZERZŐDÉS TELEFON-FAXÁTIRAT 1.54.45

1 ÚJ HÍVÁSA VAN
ÜZENET-AZON.: <915PAULING>

FELDOLGOZÁS...

************

JÓ HÍR, SRÁCOK. HÓSZÜNET VAN. DE MAGUKNAK ATTÓL MÉG DOLGOZNI KELL. CSAK MOST CSINÁLHATJÁK FAGYOSKODVA.

<ÁTIRAT VÉGE>

************"
"[english]4_25010_field { field_number: 6 }"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

GOOD NEWS, GUYS. IT'S A SNOW DAY. YOU STILL HAVE TO WORK THOUGH. BUT YOU GET TO DO IT WHILE YOU'RE FREEZING.

<END TRANSCRIPT>

************"
"4_25011_field { field_number: 5 }"	"Borneo"
"[english]4_25011_field { field_number: 5 }"	"Borneo"
"4_25011_field { field_number: 6 }"	"************

MANNCO SZERZŐDÉS TELEFON-FAXÁTIRAT 1.54.45

1 ÚJ HÍVÁSA VAN
ÜZENET-AZON.: <915PAULING>

FELDOLGOZÁS...

************

ÜDV, SRÁCOK. TEUFORTBAN RÁGCSÁLÓIRTÁS VAN, ÚGYHOGY BORNENÓN TALÁLTUNK MAGUKNAK MUNKÁT. AZT HISZEM, KÖZEL VAN, VÁRJANAK [LAPOZGATÁS HANGJA, 00:06] NEM, NINCSEN.

<ÁTIRAT VÉGE>

************"
"[english]4_25011_field { field_number: 6 }"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY, GUYS. TEUFORT'S BEING FUMIGATED, SO WE FOUND YOU A JOB IN BORNEO. I THINK IT'S CLOSE BY, HOLD ON [SOUND OF PAGES FLIPPING, 00:06] NO IT IS NOT.

<END TRANSCRIPT>

************"
"4_25012_field { field_number: 5 }"	"Suijin"
"[english]4_25012_field { field_number: 5 }"	"Suijin"
"4_25012_field { field_number: 6 }"	"************

MANNCO SZERZŐDÉS TELEFON-FAXÁTIRAT 1.54.45

1 ÚJ HÍVÁSA VAN
ÜZENET-AZON.: <915PAULING>

FELDOLGOZÁS...

************

ÜDV, SRÁCOK, ITT PAULING. REMÉLEM, SZERETIK JAPÁNT, MERT ODA FOGNAK MENNI. ÉS REMÉLEM, SZERETNEK JAPÁNBAN EMBEREKET ÖLNI, MERT AZT FOGJÁK CSINÁLNI.

<ÁTIRAT VÉGE>

************"
"[english]4_25012_field { field_number: 6 }"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY GUYS, PAULING HERE. I HOPE YOU LIKE JAPAN, BECAUSE THAT'S WHERE YOU'RE GOING. AND I HOPE YOU LIKE KILLING PEOPLE IN JAPAN, BECAUSE THAT'S ALL YOU'LL BE DOING. 

<END TRANSCRIPT>

************"
"4_25013_field { field_number: 5 }"	"Mindenki ellen"
"[english]4_25013_field { field_number: 5 }"	"Free For All"
"4_25013_field { field_number: 6 }"	"A szerződés teljesítéséhez pontokat kell szerezned bármelyik pályán bármelyik osztállyal."
"[english]4_25013_field { field_number: 6 }"	"You will be required to score points on any map and as any class to complete this contract."
"4_25014_field { field_number: 5 }"	"Ölés"
"[english]4_25014_field { field_number: 5 }"	"Kill"
"4_25014_field { field_number: 6 }"	"A szerződés teljesítéséhez öléseket kell szerezned."
"[english]4_25014_field { field_number: 6 }"	"You will be required to earn kills to complete this contract"
"4_25015_field { field_number: 5 }"	"Scream Fortress"
"[english]4_25015_field { field_number: 5 }"	"Scream Fortress"
"4_25015_field { field_number: 6 }"	"Ennek a küldetésnek minden feladata megvan! Hű!"
"[english]4_25015_field { field_number: 6 }"	"This quest has all the objectives!  Wow!"
"4_25016_field { field_number: 5 }"	"Merasmus"
"[english]4_25016_field { field_number: 5 }"	"Merasmus"
"4_25016_field { field_number: 6 }"	"A következő pokolbeli szerződésed AZ ... várj egy kicsit... nézzzzzük csak... hogy megölj ENGEM.
Hm. Meglep, hogy ezt betettem közéjük."
"[english]4_25016_field { field_number: 6 }"	"Your next infernal contract IS ... hold on... let's seeeee... killing ME.

Hm. I'm surprised I put that one in there."
"4_25017_field { field_number: 5 }"	"Monoculus"
"[english]4_25017_field { field_number: 5 }"	"Monoculus"
"4_25017_field { field_number: 6 }"	"Ha hangosan felolvasnám e szerződés részleteit, az általad ismert apró világ széjjelszakadna! Íme a rémálmod, halandó! AZ OLVASÁS!"
"[english]4_25017_field { field_number: 6 }"	"Were I to utter the details of this contract aloud, the tiny world you know would be rend asunder! Welcome to your nightmare, mortal! READING!"
"4_25018_field { field_number: 5 }"	"Lovatlan Fejetlen Lovas"
"[english]4_25018_field { field_number: 5 }"	"Horseless Headless Horsemann"
"4_25018_field { field_number: 6 }"	"Ma éjjel meglátogatod a régmúlt Halloweenek birodalmát! Emlékszel, amikor a kapcsolataimat használva elértem, hogy a Lovatlan Fejetlen Lovas megjelenjen és megöljön? Irigyellek téged! Az egyik felem azt kívánja, bár engem gyilkolnának meg ma éjjel!"
"[english]4_25018_field { field_number: 6 }"	"Tonight you will visit the realms of Halloweens past! Remember that time I used my connections and got the Horseless Headless Horsemann to show up and kill you? I'm jealous of you! Half of me wishes I could be getting murdered tonight!"
"4_25019_field { field_number: 5 }"	"Eyeaduct"
"[english]4_25019_field { field_number: 5 }"	"Eyeaduct"
"4_25019_field { field_number: 6 }"	"Ma éjjel meglátogatod a régmúlt Halloweenek birodalmát! Emlékszel, amikor rávettem Robbantós szemgolyóját, hogy megtámadjon téged? Az elég gonosz dolog volt! Lehet, hogy Merasmusnak nagyobb polcot kell készítenie a gonoszság-díjhoz, amivel kétségkívül meg fogják dobni érte."
"[english]4_25019_field { field_number: 6 }"	"Tonight you will visit the realms of Halloweens past! Remember when I got Demo's eyeball to attack you all? That was pretty evil! Merasmus might have to build a bigger shelf for the evil awards that will doubtlessly be coming his way for that one."
"4_25020_field { field_number: 5 }"	"Ghost Fort"
"[english]4_25020_field { field_number: 5 }"	"Ghost Fort"
"4_25020_field { field_number: 6 }"	"Fogadnál rá, hogy ELNYERED ezt a szerződést? Feltennéd rá... A LELKEDET? Hahaha! Kérlek, légy rá figyelemmel, hogy nem fenyegetlek konkrétan, ugyanis akkor kényszer hatására írnád alá ezt a szerződést. Az pedig... hú, na az nem volna jó Merasmusnak."
"[english]4_25020_field { field_number: 6 }"	"Bet you'll WIN this contract? Would you wager... YOUR VERY SOUL? Hahaha! Please note I'm not explicitly threatening you, or you'd be agreeing to this contract under duress. That... hoo boy, that would not be good for Merasmus."
"4_25021_field { field_number: 5 }"	"Helltower"
"[english]4_25021_field { field_number: 5 }"	"Helltower"
"4_25021_field { field_number: 6 }"	"Ez a szerződés MAGA A GONOSZ! Bár jogi úton nem érvényesíthető. Merasmus nem volt joghallgató! Ő az UTCÁN szerezte a diplomáját! HELLTOWER utcáin!"
"[english]4_25021_field { field_number: 6 }"	"This contract is EVIL ITSELF! Though not legally enforceable! Merasmus didn't go to law school! He got HIS diploma on the STREETS! The streets of HELLTOWER!"
"4_25022_field { field_number: 5 }"	"Carnival of Carnage"
"[english]4_25022_field { field_number: 5 }"	"Carnival of Carnage"
"4_25022_field { field_number: 6 }"	"Helyes kis lelked van. Kár lenne, ha egy varázsló MEGSZEREZNÉ, amikor elbukod ezt a küldetést! Hahahaha! Igen, Merasmus, ügyes. Körmönfont. Valószínűleg még csak nem is értették. Csak úgy elhintetted."
"[english]4_25022_field { field_number: 6 }"	"That's a nice soul you have there. It would be a shame if a wizard were to CLAIM it when you fail this mission! Hahahaha! Yes, Merasmus, nice. Subtle. They probably didn't even get it. You just slipped it in there."
"4_25023_field { field_number: 5 }"	"Mann Manor"
"[english]4_25023_field { field_number: 5 }"	"Mann Manor"
"4_25023_field { field_number: 6 }"	"Ó, helló, Sauron! Mit mondasz? Igen, Merasmus edzett mostanában. Hízelgő, hogy észrevetted, én... várj egy kicsit, adnom kell valami idióta zsoldosnak egy szerződést."
"[english]4_25023_field { field_number: 6 }"	"Oh, hello, Sauron. What's that? Yes, Merasmus HAS been working out. It's flattering you noticed, I -- hold on, I need to give some idiot mercenary a contract."
"4_25024_field { field_number: 5 }"	"Harvest Event"
"[english]4_25024_field { field_number: 5 }"	"Harvest Event"
"4_25024_field { field_number: 6 }"	"Kedves halandó! Minden, amit szeretsz, hajnalra halott lesz! Aláírás: Merasmus! Utóirat: Én még életben leszek, mert MÉG CSAK NEM IS KEDVELLEK!"
"[english]4_25024_field { field_number: 6 }"	"Dear Mortal! Everything you love will be dead by dawn! Signed, Merasmus! Postscript: I'll still be alive, because I DON'T EVEN LIKE YOU!"
"4_25025_field { field_number: 5 }"	"Gorge Event"
"[english]4_25025_field { field_number: 5 }"	"Gorge Event"
"4_25025_field { field_number: 6 }"	"Bízom benne, hogy szó szerint... VÉGREHAJTOD... ezt a szerződést. Utálnám, ha idő előtt VÉGE LENNE... . [nevet] Remélem, hogy... teljesíted... a szerződésbeli... kötelezettségeidet. Tudod, mit? Küldj egy e-mailt Merasmusnak, ha eszedbe jut egy jobb befejezés az utolsóhoz."
"[english]4_25025_field { field_number: 6 }"	"I trust you'll -- EXECUTE -- this contract to the letter. I'd hate to -- TERMINATE -- it prematurely. [laughs] I hope you -- fulfill your -- contractual... obligations. You know what, email Merasmus if you come up with a better ending for that one."
"4_25026_field { field_number: 5 }"	"Moonshine Event"
"[english]4_25026_field { field_number: 5 }"	"Moonshine Event"
"4_25026_field { field_number: 6 }"	"Dagadó Hold lóg fityegve az éjszakai égen, halandó! Úgy gondolja, nem tudod véghezvinni ezt a szerződést! Van merszed HÜLYÉNEK feltüntetni a Holdat?"
"[english]4_25026_field { field_number: 6 }"	"A gibbous moon hangs pendulously in the night sky, mortal! It thinks you cannot finish this contract! Dare you make the moon look STUPID?"
"4_25027_field { field_number: 5 }"	"Hellstone"
"[english]4_25027_field { field_number: 5 }"	"Hellstone"
"4_25027_field { field_number: 6 }"	"MELEGSZIK a hátsó feled, halandó? Kéne neki! Mert ez a szerződés most elég meleg helyzetbe hozott!"
"[english]4_25027_field { field_number: 6 }"	"Does your backside feel WARM, mortal? It should! Because this contract just put you in the hot seat!"
"4_25028_field { field_number: 5 }"	"Sinshine"
"[english]4_25028_field { field_number: 5 }"	"Sinshine"
"4_25028_field { field_number: 6 }"	"Szabad ég alatt, temetőben. Ráközelítünk egy tetemre, mely egy vérfoltos átitatott szerződést tart: A TE HULLÁD AZ! Úgy bizony! Merasmus egy NAGYSZERŰ forgatókönyvön dolgozik!"
"[english]4_25028_field { field_number: 6 }"	"Exterior, a graveyard. We zoom in on a corpse holding a blood-stained contract: THE CORPSE IS YOURS! That's right! Merasmus has been working on a GREAT screenplay!"
"4_25029_field { field_number: 5 }"	"Bomba"
"[english]4_25029_field { field_number: 5 }"	"Payload"
"4_25030_field { field_number: 5 }"	"Foglalj pontokat"
"[english]4_25030_field { field_number: 5 }"	"Capture Points"
"4_25031_field { field_number: 5 }"	"Az Üdítő Ürítő"
"[english]4_25031_field { field_number: 5 }"	"The Soda Popper"
"4_25031_field { field_number: 6 }"	"A szerződés teljesítéséhez az Üdítő Ürítőt kell használnod Felderítőként."
"[english]4_25031_field { field_number: 6 }"	"You will be required to use the Soda Popper as Scout to complete this contract."
"4_25032_field { field_number: 5 }"	"A Testápoló"
"[english]4_25032_field { field_number: 5 }"	"The Sandman"
"4_25033_field { field_number: 5 }"	"A Telibe Találat"
"[english]4_25033_field { field_number: 5 }"	"The Direct Hit"
"4_25034_field { field_number: 5 }"	"A Fekete Doboz"
"[english]4_25034_field { field_number: 5 }"	"The Black Box"
"4_25035_field { field_number: 5 }"	"Léglöket"
"[english]4_25035_field { field_number: 5 }"	"Airblast"
"4_25036_field { field_number: 5 }"	"A Jelzőpisztoly"
"[english]4_25036_field { field_number: 5 }"	"The Flare Gun"
"4_25037_field { field_number: 5 }"	"Robbantós-lovag"
"[english]4_25037_field { field_number: 5 }"	"Demoknight"
"4_25038_field { field_number: 5 }"	"Elszabadult Ágyú"
"[english]4_25038_field { field_number: 5 }"	"Loose Cannon"
"4_25039_field { field_number: 5 }"	"Szendvics"
"[english]4_25039_field { field_number: 5 }"	"Sandvich"
"4_25040_field { field_number: 5 }"	"Vasöklök"
"[english]4_25040_field { field_number: 5 }"	"Fists of Steel"
"4_25041_field { field_number: 5 }"	"Idomító"
"[english]4_25041_field { field_number: 5 }"	"Wrangler"
"4_25042_field { field_number: 5 }"	"Önbíráskodó"
"[english]4_25042_field { field_number: 5 }"	"Frontier Justice"
"4_25043_field { field_number: 5 }"	"Szamaritánus Számszeríja"
"[english]4_25043_field { field_number: 5 }"	"Crusader's Crossbow"
"4_25044_field { field_number: 5 }"	"Kritzkrieg"
"[english]4_25044_field { field_number: 5 }"	"Kritzkrieg"
"4_25045_field { field_number: 5 }"	"Vizelharc"
"[english]4_25045_field { field_number: 5 }"	"Jarate"
"4_25046_field { field_number: 5 }"	"Levadász"
"[english]4_25046_field { field_number: 5 }"	"Huntsman"
"4_25047_field { field_number: 5 }"	"Haláli Ketyegő"
"[english]4_25047_field { field_number: 5 }"	"Dead Ringer"
"4_25048_field { field_number: 5 }"	"Az átverés művészete"
"[english]4_25048_field { field_number: 5 }"	"Master of Disguise"
"4_25049_field { field_number: 5 }"	"Snowycoast"
"[english]4_25049_field { field_number: 5 }"	"Snowycoast"
"4_25050_field { field_number: 5 }"	"Vanguard közösségi pálya"
"[english]4_25050_field { field_number: 5 }"	"Vanguard Community Map"
"4_25051_field { field_number: 5 }"	"Landfall közösségi pálya"
"[english]4_25051_field { field_number: 5 }"	"Landfall Community Map"
"4_25052_field { field_number: 5 }"	"Highpass közösségi pálya"
"[english]4_25052_field { field_number: 5 }"	"Highpass Community Map"
"4_25053_field { field_number: 5 }"	"Maple Ridge Event"
"[english]4_25053_field { field_number: 5 }"	"Maple Ridge Event"
"4_25054_field { field_number: 5 }"	"Brimstone"
"[english]4_25054_field { field_number: 5 }"	"Brimstone"
"4_25055_field { field_number: 5 }"	"Pit of Death"
"[english]4_25055_field { field_number: 5 }"	"Pit of Death"
"4_25056_field { field_number: 5 }"	"Irány a Mercenary Park"
"[english]4_25056_field { field_number: 5 }"	"Visit Mercenary Park"
"4_25056_field { field_number: 6 }"	"A szerződés teljesítéséhez különféle feladatokat kell végrehajtanod a Mercenary Parkon."
"[english]4_25056_field { field_number: 6 }"	"You will be required to complete various tasks on Lair to complete this contract."
"4_25058_field { field_number: 5 }"	"Piró"
"[english]4_25058_field { field_number: 5 }"	"Pyro"
"4_25059_field { field_number: 5 }"	"A Sárkány Haragja"
"[english]4_25059_field { field_number: 5 }"	"The Dragon's Fury"
"4_25060_field { field_number: 5 }"	"A Gázosító"
"[english]4_25060_field { field_number: 5 }"	"The Gas Passer"
"4_25061_field { field_number: 5 }"	"A Tüzes Kéz"
"[english]4_25061_field { field_number: 5 }"	"The Hot Hand"
"4_25062_field { field_number: 5 }"	"A Hőmeghajtás"
"[english]4_25062_field { field_number: 5 }"	"The Thermal Thruster"
"4_25063_field { field_number: 5 }"	"Támadó osztályok"
"[english]4_25063_field { field_number: 5 }"	"Offense Classes"
"4_25063_field { field_number: 6 }"	"
"
"[english]4_25063_field { field_number: 6 }"	""
"4_25064_field { field_number: 5 }"	"Védekező"
"[english]4_25064_field { field_number: 5 }"	"Defense"
"4_25064_field { field_number: 6 }"	"
"
"[english]4_25064_field { field_number: 6 }"	""
"4_25080_field { field_number: 5 }"	"Alázz a Mercenary Parkon"
"[english]4_25080_field { field_number: 5 }"	"Dominate Mercenary Park"
"4_25080_field { field_number: 6 }"	"A szerződés teljesítéséhez különféle feladatokat kell végrehajtanod a Mercenary Parkon."
"[english]4_25080_field { field_number: 6 }"	"You will be required to complete various tasks on Lair to complete this contract."
"4_25081_field { field_number: 5 }"	"Zászlórablás"
"[english]4_25081_field { field_number: 5 }"	"CTF"
"4_25082_field { field_number: 5 }"	"DeGroot Keep"
"[english]4_25082_field { field_number: 5 }"	"DeGroot Keep"
"4_25083_field { field_number: 5 }"	"SzuperMann"
"[english]4_25083_field { field_number: 5 }"	"Mannpower"
"4_25084_field { field_number: 5 }"	"PASSZ-ölj!"
"[english]4_25084_field { field_number: 5 }"	"PASS Time"
"4_25098_field { field_number: 5 }"	"A Fegyverforgató"
"[english]4_25098_field { field_number: 5 }"	"The Gunslinger"
"4_25099_field { field_number: 5 }"	"A Bronz Bestia"
"[english]4_25099_field { field_number: 5 }"	"The Brass Beast"
"4_25113_field { field_number: 5 }"	"Loch-Nesze-Szörny"
"[english]4_25113_field { field_number: 5 }"	"Loch-n-Load"
"4_25114_field { field_number: 5 }"	"Haladó Mérnök"
"[english]4_25114_field { field_number: 5 }"	"Advanced Engineer"
"4_25114_field { field_number: 6 }"	"A szerződés teljesítéséhez különféle feladatokat kell végrehajtanod Mérnökként."
"[english]4_25114_field { field_number: 6 }"	"You will be required to complete various tasks as Engineer to complete this contract."
"4_25115_field { field_number: 5 }"	"Haladó Gépágyús"
"[english]4_25115_field { field_number: 5 }"	"Advanced Heavy"
"4_25115_field { field_number: 6 }"	"A szerződés teljesítéséhez különféle feladatokat kell végrehajtanod Gépágyúsként."
"[english]4_25115_field { field_number: 6 }"	"You will be required to complete various tasks as Heavy to complete this contract."
"4_25116_field { field_number: 5 }"	"Haladó Robbantós"
