"lang"
{
"Language"	"czech"
"quest25001objectivedesc2"	"Jako Soldier zabij nepřítele při rocket-jumpu: %s1"
"[english]quest25001objectivedesc2"	"Kill while blast jumping as Soldier: %s1"
"quest25001objectivedesc3"	"Jako Soldier zabij Scouta: %s1"
"[english]quest25001objectivedesc3"	"Scouts killed as Soldier: %s1"
"quest25001objectivedesc4"	"Jako Soldier zabij cíl ve vzduchu sekundární zbraní: %s1"
"[english]quest25001objectivedesc4"	"Kill an airborne target with your secondary: %s1"
"quest25001objectivedesc5"	"Proveď přímý zásah raketometem: %s1"
"[english]quest25001objectivedesc5"	"Get a direct hit with a rocket: %s1"
"quest25001objectivedesc6"	"Jako Soldier zabij Demomana: %s1"
"[english]quest25001objectivedesc6"	"Demomen killed as Soldier: %s1"
"quest25001objectivedesc7"	"Jako Soldier zabij nepřítele mini-kritickým zásahem: %s1"
"[english]quest25001objectivedesc7"	"Minicrit kill as Soldier: %s1"
"quest25001objectivedesc8"	"Jako Soldier si vyléči 200 bodů zdraví: %s1"
"[english]quest25001objectivedesc8"	"Heal 200 damage as Soldier: %s1"
"quest25001objectivedesc9"	"Jako Soldier zabij Medica: %s1"
"[english]quest25001objectivedesc9"	"Medics killed as Soldier: %s1"
"quest25002desc0"	"Pro dokončení tohoto kontraktu budeš muset jako Pyro splnit několik různých úkolů."
"[english]quest25002desc0"	"You will be required to complete various tasks as Pyro to complete this contract."
"quest25002desc1"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

AHOJ, PYRO! UDĚLÁŠ PRO SLEČNU PAULINGOVOU VELIKÁNSKOU LASKAVOST?

<KONEC PŘEPISU>

************"
"[english]quest25002desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY, PYRO! YOU WANNA DO A REAL BIG FAVOR FOR MISS PAULING?

<END TRANSCRIPT>

************"
"quest25002desc2"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

AHOJ, PYRO! [ZVUKY TLUMENÉHO HLASU Z ÚST PŘEKRYTÝCH RUKOU, 7 SEKUND] TOHLE JSEM VŽDYCKY CHTĚLA ZKUSIT. DOUFÁM, ŽE JSEM ŘEKLA, ŽE PRO TEBE MÁM PRÁCI. PROTOŽE JI PRO TEBE VÁŽNĚ MÁM.

<KONEC PŘEPISU>

************"
"[english]quest25002desc2"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY, PYRO! [SOUNDS OF MUFFLED VOICE WITH HAND OVER MOUTH, 00:07] ALWAYS WANTED TO TRY THAT. I HOPE I JUST SAID I HAVE A JOB FOR YOU, BECAUSE I HAVE A JOB FOR YOU.

<END TRANSCRIPT>

************"
"quest25002name0"	"Kontrakt pro Pyra"
"[english]quest25002name0"	"Pyro Contract"
"quest25002objectivedesc0"	"Jako Pyro získej bod: %s1"
"[english]quest25002objectivedesc0"	"Score points as Pyro: %s1"
"quest25002objectivedesc1"	"Jako Pyro uhas spoluhráče: %s1"
"[english]quest25002objectivedesc1"	"Extinguish a teammate as Pyro: %s1"
"quest25002objectivedesc2"	"Jako Pyro zabij nepřítele odfouknutým projektilem: %s1"
"[english]quest25002objectivedesc2"	"Kill with a reflected projectile as Pyro: %s1"
"quest25002objectivedesc3"	"Jako Pyro zabij nepřítele odfouknutím: %s1"
"[english]quest25002objectivedesc3"	"Environment kill as Pyro: %s1"
"quest25002objectivedesc4"	"Jako Pyro zapal neviditelného nebo přestrojeného Spye: %s1"
"[english]quest25002objectivedesc4"	"Ignite an invisible or disguised Spy as Pyro: %s1"
"quest25002objectivedesc5"	"Jako Pyro zabij nepřítele: %s1"
"[english]quest25002objectivedesc5"	"Kill as Pyro: %s1"
"quest25003desc0"	"Pro dokončení tohoto kontraktu budeš muset jako Demoman splnit několik různých úkolů."
"[english]quest25003desc0"	"You will be required to complete various tasks as Demoman to complete this contract."
"quest25003desc1"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

DEMO, TADY PAULINGOVÁ. VAL BULVY NA TOHLE. [3 SEKUNDY TICHO] BULVU. PROSTĚ TO, ČÍM VIDÍŠ, NA TO UH [3 SEKUNDY TICHO] VYVAL.

<KONEC PŘEPISU>

************"
"[english]quest25003desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

DEMO, IT'S PAULING. PLANT YOUR EYEBALLS ON THIS. EYE [00:03 SILENCE] EYEBALL. WHATEVER YOU SEE WITH. MAKE IT [00:03 SILENCE] MAKE IT LOOK AT THIS.

<END TRANSCRIPT>

************"
"quest25003desc2"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

DEMO? TADY TVOJE JÁTRA. NE, DĚLÁM SI SRANDU, TADY PAULINGOVÁ. KDYBY TO BYLA TVOJE JÁTRA, ASI BY JEN ŘVALA A NIC NEŘÍKALA. JÁ PRO TEBE MÁM PRÁCI.

<KONEC PŘEPISU>

************"
"[english]quest25003desc2"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

DEMO? IT'S YOUR LIVER. I'M KIDDING, IT'S MISS PAULING. IF I WAS YOUR LIVER I'D JUST BE SCREAMING. I'VE GOT A JOB FOR YOU.

<END TRANSCRIPT>

************"
"quest25003desc3"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

DEMO, TADY PAULINGOVÁ. POKUD JSI ŽIVÝ, DEJ SE DO KUPY. MÁM PRO TEBE PRÁCI.

<KONEC PŘEPISU>

************"
"[english]quest25003desc3"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

DEMO, IT'S PAULING. IF YOU'RE NOT DEAD, SOBER UP. I'VE GOT WORK FOR YOU.

<END TRANSCRIPT>

************"
"quest25003desc4"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

DEMO? TADY PAULINGOVÁ. MÁM TADY ÚKOL, KTERÝ VYŽADUJE ZABITÍ HODNĚ LIDÍ A ODPÁLENÍ VŠEHO OSTATNÍHO DO POVĚTŘÍ. NAPADLO MĚ, ŽE BYS MOHL MÍT ZÁJEM.

<KONEC PŘEPISU>

************"
"[english]quest25003desc4"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

DEMO? PAULING. I'VE GOT A JOB HERE THAT REQUIRES KILLING A LOT OF PEOPLE AND BLOWING UP EVERYTHING ELSE. I THOUGHT OF YOU.

<END TRANSCRIPT>

************"
"quest25003desc5"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

AHOJ, DEMO. TAHLE MISE JE POUZE PRO TVÉ OČI. OKO. [3 SEKUNDY TICHO] NO VŽDYŤ VÍŠ.

<KONEC PŘEPISU>

************"
"[english]quest25003desc5"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY DEMO. THIS JOB IS FOR YOUR EYES ONLY. EYE. I MEAN [00:03 SILENCE] YOU GET IT.

<END TRANSCRIPT>

************"
"quest25003name0"	"Kontrakt pro Demomana"
"[english]quest25003name0"	"Demoman Contract"
"quest25003objectivedesc0"	"Jako Demoman získej bod: %s1"
"[english]quest25003objectivedesc0"	"Score points as Demoman: %s1"
"quest25003objectivedesc1"	"Jako Demoman zabij nepřítele sticky bombami: %s1"
"[english]quest25003objectivedesc1"	"Sticky grenade kill as Demoman: %s1"
"quest25003objectivedesc2"	"Jako Demoman zabij nepřítele zbraní na blízko: %s1"
"[english]quest25003objectivedesc2"	"Melee kill as Demoman: %s1"
"quest25003objectivedesc3"	"Jako Demoman zabij nepřítele plnícího úkol mapy: %s1"
"[english]quest25003objectivedesc3"	"As Demoman, kill an enemy doing the objective: %s1"
"quest25003objectivedesc4"	"Jako Demoman zabij nepřítele: %s1"
"[english]quest25003objectivedesc4"	"Get a kill as Demoman: %s1"
"quest25003objectivedesc5"	"Naraz do nepřítele štítem: %s1"
"[english]quest25003objectivedesc5"	"Bash an enemy with a shield: %s1"
"quest25004desc0"	"Pro dokončení tohoto kontraktu budeš muset jako Heavy splnit několik různých úkolů."
"[english]quest25004desc0"	"You will be required to complete various tasks as Heavy to complete this contract."
"quest25004desc1"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

HEAVY, TADY PAULINGOVÁ. JE MI JASNÉ, ŽE PRACUJEŠ [3 SEKUNDY TICHO] TEDY ZABÍJÍŠ. NEBUDU TĚ DLOUHO ZDRŽOVAT, JEN SE PODÍVEJ NA TOHLE.

<KONEC PŘEPISU>

************"
"[english]quest25004desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEAVY, IT'S PAULING. I KNOW YOU'RE WORKING, SO YOU'RE PROBABLY KILLING [00:03 SILENCE]   LIKE, EVERYTHING RIGHT NOW. BUT THIS JUST CAME IN.

<END TRANSCRIPT>

************"
"quest25004desc2"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

HEAVY. POTŘEBUJU, ABYS TOHLE PROVEDL V TICHOSTI. [4 SEKUNDY TICHO] TIŠEJI NEŽ OBVYKLE.

<KONEC PŘEPISU>

************"
"[english]quest25004desc2"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEAVY. I NEED YOU TO KEEP QUIET ON THIS. [00:04 SILENCE] WELL, YOU'RE ALWAYS QUIET. QUIETER.

<END TRANSCRIPT>

************"
"quest25004name0"	"Kontrakt pro Heavyho"
"[english]quest25004name0"	"Heavy Contract"
"quest25004objectivedesc0"	"Jako Heavy získej bod: %s1"
"[english]quest25004objectivedesc0"	"Score points as Heavy: %s1"
"quest25004objectivedesc1"	"Jako Heavy splň nebo ubraň cíl mapy: %s1"
"[english]quest25004objectivedesc1"	"Capture or defend an objective as Heavy: %s1"
"quest25004objectivedesc2"	"Jako Heavy zabij Scouta: %s1"
"[english]quest25004objectivedesc2"	"Kill a Scout as Heavy: %s1"
"quest25004objectivedesc3"	"Jako Heavy znič Engineerovu budovu: %s1"
"[english]quest25004objectivedesc3"	"Destroy an Engineer building as Heavy: %s1"
"quest25004objectivedesc4"	"Jako Heavy zabij Heavyho: %s1"
"[english]quest25004objectivedesc4"	"Kill a Heavy as Heavy: %s1"
"quest25004objectivedesc5"	"Jako Heavy utrž v jediném životě 1000 bodů poškození: %s1"
"[english]quest25004objectivedesc5"	"Take 1000 damage in a single life as Heavy: %s1"
"quest25004objectivedesc6"	"Jako Heavy zabij nepřítele: %s1"
"[english]quest25004objectivedesc6"	"Get a kill as Heavy: %s1"
"quest25005desc0"	"Pro dokončení tohoto kontraktu budeš muset jako Engineer splnit několik různých úkolů."
"[english]quest25005desc0"	"You will be required to complete various tasks as Engineer to complete this contract."
"quest25005desc1"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

ENGIE, NEMÁŠ NĚCO, ČÍM BYCH ROZPUSTILA PŘIBLIŽNĚ [3 SEKUNDY TICHO] VTEŘINKU [4 SEKUNDY TICHO] NO, ŘEKNĚME OSMDESÁT TĚL? MŮJ DRTIČ SE ROZBIL. POPŘEMÝŠLEJ O TOM. MEZITÍM PRO TEBE MÁM PRÁCI.

<KONEC PŘEPISU>

************"
"[english]quest25005desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

ENGIE, YOU GOT ANYTHING IN YOUR WAREHOUSE THAT CAN LIQUIFY ABOUT [00:03 SILENCE] HOLD ON [00:04 SILENCE]  LET'S CALL IT EIGHTY BODIES? MY CHIPPER-SHREDDER'S BACKED UP. ANYWAY, THINK ABOUT IT. I'VE GOT A JOB.

<END TRANSCRIPT>

************"
"quest25005desc2"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

AHOJ, EINSTEINE. TADY PAULINGOVÁ. NA TUHLE MISI POTŘEBUJU NĚKOHO, KDO UMÍ ČÍST. JSI MOJE JEDINÁ NADĚJE.

<KONEC PŘEPISU>

************"
"[english]quest25005desc2"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY, BIG BRAINS. PAULING HERE. THIS JOB REQUIRES SOMEONE WHO CAN READ. YOU'RE MY ONLY HOPE.

<END TRANSCRIPT>

************"
"quest25005desc3"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

ENGIE, TADY PAULINGOVÁ. JE TAM S TEBOU SCOUT? POKUD ANO, ZAKAŠLEJ. MÁM TOTIŽ PRÁCI PRO TEBE, NE PRO NĚJ.

<KONEC PŘEPISU>

************"
"[english]quest25005desc3"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

ENGIE, IT'S PAULING. IS SCOUT THERE? COUGH IF HE'S THERE. I'VE GOT A JOB FOR YOU. NOT HIM.

<END TRANSCRIPT>

************"
"quest25005name0"	"Kontrakt pro Engineera"
"[english]quest25005name0"	"Engineer Contract"
"quest25005objectivedesc0"	"Jako Engineer získej bod: %s1"
"[english]quest25005objectivedesc0"	"Score points as Engineer: %s1"
"quest25005objectivedesc1"	"Zabij 5 nepřátel pomocí jediné Sentry: %s1"
"[english]quest25005objectivedesc1"	"Get 5 kills with a single Sentry: %s1"
"quest25005objectivedesc2"	"Zabij nepřítele pomocí Sentry: %s1"
"[english]quest25005objectivedesc2"	"Get a kill with a Sentry: %s1"
"quest25005objectivedesc3"	"Teleportuj spoluhráče: %s1"
"[english]quest25005objectivedesc3"	"Teleport a teammate: %s1"
"quest25005objectivedesc4"	"Jako Engineer zabij nepřítele: %s1"
"[english]quest25005objectivedesc4"	"Get a kill as Engineer: %s1"
"quest25005objectivedesc5"	"Vyléči 500 bodů zdraví pomocí Dispenseru: %s1"
"[english]quest25005objectivedesc5"	"Dispense 500 health to teammates: %s1"
"quest25006desc0"	"Pro dokončení tohoto kontraktu budeš muset jako Medic splnit několik různých úkolů."
"[english]quest25006desc0"	"You will be required to complete various tasks as Medic to complete this contract."
"quest25006desc1"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

TADY PAULINGOVÁ. NA TENHLE ÚKOL POTŘEBUJU NĚKOHO ŠÍLENÉHO. MŮŽU S TEBOU POČÍTAT?

<KONEC PŘEPISU>

************"
"[english]quest25006desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

PAULING HERE. NOBODY'S CRAZY ENOUGH TO DO THIS BUT YOU, DOCTOR.

<END TRANSCRIPT>

************"
"quest25006desc2"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

MEDDDDDDICU! JAK MI TO ŠLO? [3 SEKUNDY TICHO] ASI NIC MOC, VIĎ. OSTATNÍM TO JDE LÍP, PROTOŽE KDYŽ TĚ VOLAJÍ, TAK JSOU V ÚZKÝCH [6 SEKUND TICHO] NEBO UMÍRAJÍ.

<KONEC PŘEPISU>

************"
"[english]quest25006desc2"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

MEDDDDDDIC! THAT WAS JUST AN IMPRESSION. [00:03 SILENCE] IN BAD TASTE, NOW THAT I THINK OF IT. I GUESS THE PEOPLE SCREAMING THAT ARE USUALLY [00:06 SILENCE] YOU KNOW, DYING.

<END TRANSCRIPT>

************"
"quest25006desc3"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

MEDICU, TADY PAULINGOVÁ. KLIDNĚ SI ODLOŽ RUKAVICE, NEBUDOU POTŘEBA. [4 SEKUNDY TICHO] A NEBO VÍŠ TY CO? NECH SI JE, NEBUDE TO ÚPLNĚ NEJČISTŠÍ MISE.

<KONEC PŘEPISU>

************"
"[english]quest25006desc3"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

MEDIC, PAULING HERE. TAKE THE GLOVES OFF FOR THIS ONE. [00:04 SILENCE] ACTUALLY, KEEP THE GLOVES ON. IT MIGHT GET MESSY.

<END TRANSCRIPT>

************"
"quest25006desc4"	"************

KONTRAKT OD SPOLEČNOSTI MANNCO

MÁTE 1 NOVOU ZPRÁVU 
ID ZPRÁVY: <915PAULING>

ZPRACOVÁNÍ...

************

AHOJ, DOKTORE, TADY PAULINGOVÁ. MÁM PRO TEBE KONTRAKT NA PŘEDPIS.

<KONEC PŘEPISU>

************"
