"lang"
{
"Language"	"french"
"4_25009_field { field_number: 6 }"	"************

CONTRAT MANNCO APPEL-PAR-FAX 1.54.45

VOUS AVEZ 1 NOUVEL APPEL
MESSAGE-ID: <915PAULING>

TRAITEMENT EN COURS...

************

HÉ LES GARS, C'EST PAULING. CETTE MISSION SE TIENT DANS UNE CENTRALE HYDRAULIQUE. L'EAU Y EST CHANGÉE EN ÉNERGIE, ALORS TACHEZ DE NE PAS TOMBER DEDANS OU VOUS VOUS TRANSFORMEREZ SANS NUL DOUTE EN ÉLECTRICITÉ PURE. [00:05 SILENCE] EN FAIT, DIS COMME ÇA, ÇA A L'AIR DÉMENTIEL. CHANGEMENT DE PLAN, TOUT LE MONDE SAUTE DANS LA PREMIÈRE TURBINE POUR VOIR.

<FIN TRANSCRIPTION>

************"
"[english]4_25009_field { field_number: 6 }"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY GUYS, PAULING HERE. THIS JOB'S AT A HYDROELECTRIC PLANT. IT TURNS WATER INTO ENERGY, SO DONT FALL INTO ANYTHING OR YOULL PROBABLY TURN INTO PURE ELECTRICITY. [00:05 SILENCE] ACTUALLY, THAT SOUNDS PRETTY GREAT. CHANGE OF PLAN, EVERYBODY JUMP INTO THE FIRST TURBINE YOU SEE.

<END TRANSCRIPT>

************"
"4_25010_field { field_number: 5 }"	"Snowplow"
"[english]4_25010_field { field_number: 5 }"	"Snowplow"
"4_25010_field { field_number: 6 }"	"************

CONTRAT MANNCO APPEL-PAR-FAX 1.54.45

VOUS AVEZ 1 NOUVEL APPEL
MESSAGE-ID: <915PAULING>

TRAITEMENT EN COURS...

************

BONNE NOUVELLE LES GARS. IL NEIGE AUJOURD'HUI. CELA DIT VOUS AVEZ TOUJOURS DU PAIN SUR LA PLANCHE. LE CÔTÉ POSITIF C'EST QUE VOUS AUREZ À FINIR LE BOULOT TOUT EN VOUS LES GELANT.

<FIN TRANSCRIPTION>

************"
"[english]4_25010_field { field_number: 6 }"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

GOOD NEWS, GUYS. IT'S A SNOW DAY. YOU STILL HAVE TO WORK THOUGH. BUT YOU GET TO DO IT WHILE YOU'RE FREEZING.

<END TRANSCRIPT>

************"
"4_25011_field { field_number: 5 }"	"Borneo"
"[english]4_25011_field { field_number: 5 }"	"Borneo"
"4_25011_field { field_number: 6 }"	"************

CONTRAT MANNCO APPEL-PAR-FAX 1.54.45

VOUS AVEZ 1 NOUVEL APPEL
MESSAGE-ID: <915PAULING>

TRAITEMENT EN COURS...

************

HÉ, LES GARS. TEUFORT EST EN PLEINE FUMIGATION, ALORS ON VOUS A TROUVÉ UN JOB À BORNÉO. EN TOUT CAS JE CROIS QUE C'EST PAS LOIN DE LÀ, UN INSTANT [BRUIT DE PAGES QUI SE TOURNENT, 00:06] AUTANT POUR MOI.

<FIN TRANSCRIPTION>

************"
"[english]4_25011_field { field_number: 6 }"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY, GUYS. TEUFORT'S BEING FUMIGATED, SO WE FOUND YOU A JOB IN BORNEO. I THINK IT'S CLOSE BY, HOLD ON [SOUND OF PAGES FLIPPING, 00:06] NO IT IS NOT.

<END TRANSCRIPT>

************"
"4_25012_field { field_number: 5 }"	"Suijin"
"[english]4_25012_field { field_number: 5 }"	"Suijin"
"4_25012_field { field_number: 6 }"	"************

CONTRAT MANNCO APPEL-PAR-FAX 1.54.45

VOUS AVEZ 1 NOUVEL APPEL
MESSAGE-ID: <915PAULING>

TRAITEMENT EN COURS...

************

HÉ LES GARS, C'EST PAULING. J’ESPÈRE QUE VOUS AIMEZ LE JAPON, PARCE QUE C'EST LÀ VOTRE DESTINATION. ET J’ESPÈRE AUSSI QUE VOUS AIMEZ TUER DES GENS AU JAPON, PARCE QUE C'EST TOUT CE QUE VOUS AUREZ À Y FAIRE. 

<FIN TRANSCRIPTION>

************"
"[english]4_25012_field { field_number: 6 }"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HEY GUYS, PAULING HERE. I HOPE YOU LIKE JAPAN, BECAUSE THAT'S WHERE YOU'RE GOING. AND I HOPE YOU LIKE KILLING PEOPLE IN JAPAN, BECAUSE THAT'S ALL YOU'LL BE DOING. 

<END TRANSCRIPT>

************"
"4_25013_field { field_number: 5 }"	"Mêlée générale"
"[english]4_25013_field { field_number: 5 }"	"Free For All"
"4_25013_field { field_number: 6 }"	"Marquez des points sur n'importe quelle carte en tant que n'importe quelle classe pour remplir ce contrat."
"[english]4_25013_field { field_number: 6 }"	"You will be required to score points on any map and as any class to complete this contract."
"4_25014_field { field_number: 5 }"	"Tuer"
"[english]4_25014_field { field_number: 5 }"	"Kill"
"4_25014_field { field_number: 6 }"	"Tuez des ennemis pour remplir ce contrat."
"[english]4_25014_field { field_number: 6 }"	"You will be required to earn kills to complete this contract"
"4_25015_field { field_number: 5 }"	"Scream Fortress"
"[english]4_25015_field { field_number: 5 }"	"Scream Fortress"
"4_25015_field { field_number: 6 }"	"Vous avez rempli tous les objectifs de cette quête ! Bravo !"
"[english]4_25015_field { field_number: 6 }"	"This quest has all the objectives!  Wow!"
"4_25016_field { field_number: 5 }"	"Merasmus"
"[english]4_25016_field { field_number: 5 }"	"Merasmus"
"4_25016_field { field_number: 6 }"	"Votre prochain contrat infernal EST... attendez... voyons vooooir... ME tuer.
Hm. Je me surprends moi-même."
"[english]4_25016_field { field_number: 6 }"	"Your next infernal contract IS ... hold on... let's seeeee... killing ME.

Hm. I'm surprised I put that one in there."
"4_25017_field { field_number: 5 }"	"Monoculus"
"[english]4_25017_field { field_number: 5 }"	"Monoculus"
"4_25017_field { field_number: 6 }"	"Si je devais vous expliquer les détails du contrat point par point, votre petit monde éclaterait en morceau ! Bienvenue dans votre cauchemar, mortel ! Continuez à LIRE !"
"[english]4_25017_field { field_number: 6 }"	"Were I to utter the details of this contract aloud, the tiny world you know would be rend asunder! Welcome to your nightmare, mortal! READING!"
"4_25018_field { field_number: 5 }"	"Cavalier sans Tête et sans Cheval"
"[english]4_25018_field { field_number: 5 }"	"Horseless Headless Horsemann"
"4_25018_field { field_number: 6 }"	"Cette nuit, apprêtez-vous à visiter le domaine des précédentes fêtes d'Halloween ! Vous souvenez-vous de la fois où j'ai utilisé mes contacts pour faire apparaître le Cavalier sans Tête et sans Cheval dans le but de vous tuer ? Je suis vert de jalousie ! J'aurai aimé, en partie, me faire assassiner cette nuit-là."
"[english]4_25018_field { field_number: 6 }"	"Tonight you will visit the realms of Halloweens past! Remember that time I used my connections and got the Horseless Headless Horsemann to show up and kill you? I'm jealous of you! Half of me wishes I could be getting murdered tonight!"
"4_25019_field { field_number: 5 }"	"Eyeaduct"
"[english]4_25019_field { field_number: 5 }"	"Eyeaduct"
"4_25019_field { field_number: 6 }"	"Cette nuit, apprêtez-vous à visiter le domaine des précédentes fêtes d'Halloween ! Vous souvenez-vous de la fois où j'ai ensorcelé l'œil du Demoman dans le but de vous attaquer ? C'était plutôt cruel ! Merasmus devra sûrement construire une plus grosse étagère pour tous les prix maléfiques qui vont, sans doute, m'être décernés pour celle-là."
"[english]4_25019_field { field_number: 6 }"	"Tonight you will visit the realms of Halloweens past! Remember when I got Demo's eyeball to attack you all? That was pretty evil! Merasmus might have to build a bigger shelf for the evil awards that will doubtlessly be coming his way for that one."
"4_25020_field { field_number: 5 }"	"Ghost Fort"
"[english]4_25020_field { field_number: 5 }"	"Ghost Fort"
"4_25020_field { field_number: 6 }"	"Vous pariez que vous RÉUSSIREZ ce contrat ? Êtes-vous prêt à parier... VOTRE PROPRE ÂME ? Ahahah ! Veuillez noter que je ne vous menace pas explicitement, sinon ça signifierait que vous acceptez ce contrat sous la contrainte. Ce serait... ouh là là, ça ne serait pas bon du tout pour Merasmus."
"[english]4_25020_field { field_number: 6 }"	"Bet you'll WIN this contract? Would you wager... YOUR VERY SOUL? Hahaha! Please note I'm not explicitly threatening you, or you'd be agreeing to this contract under duress. That... hoo boy, that would not be good for Merasmus."
"4_25021_field { field_number: 5 }"	"Helltower"
"[english]4_25021_field { field_number: 5 }"	"Helltower"
"4_25021_field { field_number: 6 }"	"Ce contrat-même est MALÉFIQUE ! Mais il n'est pas légalement exécutoire ! Merasmus n'est jamais allé dans une faculté de droit ! Il a eu SON diplôme dans les RUES ! Les rues de HELLTOWER !"
"[english]4_25021_field { field_number: 6 }"	"This contract is EVIL ITSELF! Though not legally enforceable! Merasmus didn't go to law school! He got HIS diploma on the STREETS! The streets of HELLTOWER!"
"4_25022_field { field_number: 5 }"	"Carnival of Carnage"
"[english]4_25022_field { field_number: 5 }"	"Carnival of Carnage"
"4_25022_field { field_number: 6 }"	"C'est une jolie âme que vous avez là. Ce serait vraiment dommage qu'un sorcier ne se L’ATTRIBUE si vous échouez à cette mission ! Hahahaha ! Bien, Merasmus. Subtil. Bien amené, ils n'ont sûrement rien compris."
"[english]4_25022_field { field_number: 6 }"	"That's a nice soul you have there. It would be a shame if a wizard were to CLAIM it when you fail this mission! Hahahaha! Yes, Merasmus, nice. Subtle. They probably didn't even get it. You just slipped it in there."
"4_25023_field { field_number: 5 }"	"Mann Manor"
"[english]4_25023_field { field_number: 5 }"	"Mann Manor"
"4_25023_field { field_number: 6 }"	"Oh, salut, Sauron. Quoi donc ? Oui, Merasmus a FAIT de la muscu'. C'est sympa que tu aies remarqué, je... un instant, je dois donner un contrat à ce crétin de mercenaire."
"[english]4_25023_field { field_number: 6 }"	"Oh, hello, Sauron. What's that? Yes, Merasmus HAS been working out. It's flattering you noticed, I -- hold on, I need to give some idiot mercenary a contract."
"4_25024_field { field_number: 5 }"	"Harvest Event"
"[english]4_25024_field { field_number: 5 }"	"Harvest Event"
"4_25024_field { field_number: 6 }"	"Cher mortel ! Tout ce que vous aimez sera mort dès l'aube ! Signé, Merasmus ! PS : Je serai encore vivant, parce que JE NE VOUS AIME MÊME PAS !"
"[english]4_25024_field { field_number: 6 }"	"Dear Mortal! Everything you love will be dead by dawn! Signed, Merasmus! Postscript: I'll still be alive, because I DON'T EVEN LIKE YOU!"
"4_25025_field { field_number: 5 }"	"Gorge Event"
"[english]4_25025_field { field_number: 5 }"	"Gorge Event"
"4_25025_field { field_number: 6 }"	"Je suis sûr que vous -- EXÉCUTEREZ -- ce contrat à la lettre. J'aurai horreur de -- METTRE UN TERME -- à celui-ci prématurément. [rires] J'espère que vous -- répondrez à vos -- obligations contractuelles... Vous savez quoi ? Envoyez un e-mail à Merasmus si vous avez une idée pour une meilleure fin que celle-ci."
"[english]4_25025_field { field_number: 6 }"	"I trust you'll -- EXECUTE -- this contract to the letter. I'd hate to -- TERMINATE -- it prematurely. [laughs] I hope you -- fulfill your -- contractual... obligations. You know what, email Merasmus if you come up with a better ending for that one."
"4_25026_field { field_number: 5 }"	"Moonshine Event"
"[english]4_25026_field { field_number: 5 }"	"Moonshine Event"
"4_25026_field { field_number: 6 }"	"Une lune gibbeuse pend dans le ciel nocturne, mortel ! Elle-même pense que vous ne pourrez finir ce contrat ! Comment osez-vous penser que cette lune est STUPIDE ?"
"[english]4_25026_field { field_number: 6 }"	"A gibbous moon hangs pendulously in the night sky, mortal! It thinks you cannot finish this contract! Dare you make the moon look STUPID?"
"4_25027_field { field_number: 5 }"	"Hellstone"
"[english]4_25027_field { field_number: 5 }"	"Hellstone"
"4_25027_field { field_number: 6 }"	"Votre postérieur est-il CHAUD, mortel ? Il devrait l'être ! Car ce contrat vient de vous envoyer dans les enfers !"
"[english]4_25027_field { field_number: 6 }"	"Does your backside feel WARM, mortal? It should! Because this contract just put you in the hot seat!"
"4_25028_field { field_number: 5 }"	"Sinshine"
"[english]4_25028_field { field_number: 5 }"	"Sinshine"
"4_25028_field { field_number: 6 }"	"À l'extérieur, se trouve un cimetière. Approchons-nous d'un corps tenant un contrat sanguinolent : C'EST VOTRE CORPS ! Eh oui ! Merasmus a travaillé sur un scénario DIGNE DES PLUS GRANDES PRODUCTIONS !"
"[english]4_25028_field { field_number: 6 }"	"Exterior, a graveyard. We zoom in on a corpse holding a blood-stained contract: THE CORPSE IS YOURS! That's right! Merasmus has been working on a GREAT screenplay!"
"4_25029_field { field_number: 5 }"	"Charge utile"
"[english]4_25029_field { field_number: 5 }"	"Payload"
"4_25030_field { field_number: 5 }"	"Points de capture"
"[english]4_25030_field { field_number: 5 }"	"Capture Points"
"4_25031_field { field_number: 5 }"	"Le Rafraîchisseur"
"[english]4_25031_field { field_number: 5 }"	"The Soda Popper"
"4_25031_field { field_number: 6 }"	"Vous devrez utiliser le rafraîchisseur en tant que Scout pour remplir ce contrat."
"[english]4_25031_field { field_number: 6 }"	"You will be required to use the Soda Popper as Scout to complete this contract."
"4_25032_field { field_number: 5 }"	"Le marchand de sable"
"[english]4_25032_field { field_number: 5 }"	"The Sandman"
"4_25033_field { field_number: 5 }"	"Le Direct Hit"
"[english]4_25033_field { field_number: 5 }"	"The Direct Hit"
"4_25034_field { field_number: 5 }"	"La boîte noire"
"[english]4_25034_field { field_number: 5 }"	"The Black Box"
"4_25035_field { field_number: 5 }"	"Souffle"
"[english]4_25035_field { field_number: 5 }"	"Airblast"
"4_25036_field { field_number: 5 }"	"Le pistolet de détresse"
"[english]4_25036_field { field_number: 5 }"	"The Flare Gun"
"4_25037_field { field_number: 5 }"	"Demoknight"
"[english]4_25037_field { field_number: 5 }"	"Demoknight"
"4_25038_field { field_number: 5 }"	"Danger public"
"[english]4_25038_field { field_number: 5 }"	"Loose Cannon"
"4_25039_field { field_number: 5 }"	"Sandvich"
"[english]4_25039_field { field_number: 5 }"	"Sandvich"
"4_25040_field { field_number: 5 }"	"Poings d'Acier"
"[english]4_25040_field { field_number: 5 }"	"Fists of Steel"
"4_25041_field { field_number: 5 }"	"Dompteur"
"[english]4_25041_field { field_number: 5 }"	"Wrangler"
"4_25042_field { field_number: 5 }"	"Justice Frontalière"
"[english]4_25042_field { field_number: 5 }"	"Frontier Justice"
"4_25043_field { field_number: 5 }"	"Arbalète du Croisé"
"[english]4_25043_field { field_number: 5 }"	"Crusader's Crossbow"
"4_25044_field { field_number: 5 }"	"Kritzkrieg"
"[english]4_25044_field { field_number: 5 }"	"Kritzkrieg"
"4_25045_field { field_number: 5 }"	"Jaraté"
"[english]4_25045_field { field_number: 5 }"	"Jarate"
"4_25046_field { field_number: 5 }"	"Huntsman"
"[english]4_25046_field { field_number: 5 }"	"Huntsman"
"4_25047_field { field_number: 5 }"	"Dead Ringer"
"[english]4_25047_field { field_number: 5 }"	"Dead Ringer"
"4_25048_field { field_number: 5 }"	"L'art du camouflage"
"[english]4_25048_field { field_number: 5 }"	"Master of Disguise"
"4_25049_field { field_number: 5 }"	"Snowycoast"
"[english]4_25049_field { field_number: 5 }"	"Snowycoast"
"4_25050_field { field_number: 5 }"	"Carte communautaire Vanguard"
"[english]4_25050_field { field_number: 5 }"	"Vanguard Community Map"
"4_25051_field { field_number: 5 }"	"Carte communautaire Landfall"
"[english]4_25051_field { field_number: 5 }"	"Landfall Community Map"
"4_25052_field { field_number: 5 }"	"Carte communautaire Highpass"
"[english]4_25052_field { field_number: 5 }"	"Highpass Community Map"
"4_25053_field { field_number: 5 }"	"Maple Ridge Event"
"[english]4_25053_field { field_number: 5 }"	"Maple Ridge Event"
"4_25054_field { field_number: 5 }"	"Brimstone"
"[english]4_25054_field { field_number: 5 }"	"Brimstone"
"4_25055_field { field_number: 5 }"	"Pit of Death"
"[english]4_25055_field { field_number: 5 }"	"Pit of Death"
"4_25056_field { field_number: 5 }"	"Visite de Mercenary Park"
"[english]4_25056_field { field_number: 5 }"	"Visit Mercenary Park"
"4_25056_field { field_number: 6 }"	"Vous devrez accomplir diverses quêtes sur Lair pour remplir ce contrat."
"[english]4_25056_field { field_number: 6 }"	"You will be required to complete various tasks on Lair to complete this contract."
"4_25058_field { field_number: 5 }"	"Pyro"
"[english]4_25058_field { field_number: 5 }"	"Pyro"
"4_25059_field { field_number: 5 }"	"La fureur du dragon"
"[english]4_25059_field { field_number: 5 }"	"The Dragon's Fury"
"4_25060_field { field_number: 5 }"	"Bidon d'essence"
"[english]4_25060_field { field_number: 5 }"	"The Gas Passer"
"4_25061_field { field_number: 5 }"	"La main chaude"
"[english]4_25061_field { field_number: 5 }"	"The Hot Hand"
"4_25062_field { field_number: 5 }"	"Le propulseur thermique"
"[english]4_25062_field { field_number: 5 }"	"The Thermal Thruster"
"4_25063_field { field_number: 5 }"	"Classes offensives"
"[english]4_25063_field { field_number: 5 }"	"Offense Classes"
"4_25063_field { field_number: 6 }"	" "
"[english]4_25063_field { field_number: 6 }"	""
"4_25064_field { field_number: 5 }"	"Défense"
"[english]4_25064_field { field_number: 5 }"	"Defense"
"4_25064_field { field_number: 6 }"	" "
"[english]4_25064_field { field_number: 6 }"	""
"4_25080_field { field_number: 5 }"	"Mercenary Park dominé"
"[english]4_25080_field { field_number: 5 }"	"Dominate Mercenary Park"
"4_25080_field { field_number: 6 }"	"Vous devrez accomplir diverses quêtes sur Lair pour remplir ce contrat."
"[english]4_25080_field { field_number: 6 }"	"You will be required to complete various tasks on Lair to complete this contract."
"4_25081_field { field_number: 5 }"	"CTF"
"[english]4_25081_field { field_number: 5 }"	"CTF"
"4_25082_field { field_number: 5 }"	"DeGroot Keep"
"[english]4_25082_field { field_number: 5 }"	"DeGroot Keep"
"4_25083_field { field_number: 5 }"	"Mannpower"
"[english]4_25083_field { field_number: 5 }"	"Mannpower"
"4_25084_field { field_number: 5 }"	"Le PASSE-temps"
"[english]4_25084_field { field_number: 5 }"	"PASS Time"
"4_25098_field { field_number: 5 }"	"Le Flingueur"
"[english]4_25098_field { field_number: 5 }"	"The Gunslinger"
"4_25099_field { field_number: 5 }"	"La Bête de Bronze"
"[english]4_25099_field { field_number: 5 }"	"The Brass Beast"
"4_25113_field { field_number: 5 }"	"Loch-n-Load"
"[english]4_25113_field { field_number: 5 }"	"Loch-n-Load"
"4_25114_field { field_number: 5 }"	"Engineer avancé"
"[english]4_25114_field { field_number: 5 }"	"Advanced Engineer"
"4_25114_field { field_number: 6 }"	"Terminez divers objectifs en tant que Engineer pour remplir ce contrat."
"[english]4_25114_field { field_number: 6 }"	"You will be required to complete various tasks as Engineer to complete this contract."
"4_25115_field { field_number: 5 }"	"Heavy avancé"
"[english]4_25115_field { field_number: 5 }"	"Advanced Heavy"
"4_25115_field { field_number: 6 }"	"Terminez divers objectifs en tant que Heavy pour remplir ce contrat."
"[english]4_25115_field { field_number: 6 }"	"You will be required to complete various tasks as Heavy to complete this contract."
"4_25116_field { field_number: 5 }"	"Demoman avancé"
"[english]4_25116_field { field_number: 5 }"	"Advanced Demoman"
"4_25116_field { field_number: 6 }"	"Terminez divers objectifs en tant que Demoman pour remplir ce contrat."
"[english]4_25116_field { field_number: 6 }"	"You will be required to complete various tasks as Demoman to complete this contract."
"4_25117_field { field_number: 5 }"	"Demoman expert"
"[english]4_25117_field { field_number: 5 }"	"Expert Demoman"
